student_id,age,gender,country,education_level,course_category,platform,course_duration_weeks,hours_per_week,quiz_scores_avg,assignment_completion_rate,forum_posts,videos_watched_pct,device,internet_speed,previous_courses_completed,financial_aid,course_price_usd,self_motivation_score,time_management_score,learning_disability,employment_status,completion_status,final_grade,satisfaction_rating
748,42,Male,Germany,Bachelor's,Cloud Computing,Coursera,21,26,12.53,28.08,18,47.39,Desktop,Fast,9,No,102.9,2,9,No,Employed,Completed,F,3.3
749,24,Male,Brazil,Bachelor's,AI/ML,Udemy,51,26,24.5,20.99,27,29.77,Laptop,Medium,9,No,81.35,5,5,No,Employed,In Progress,F,3.0
750,41,Male,Nigeria,Bachelor's,Cybersecurity,Udemy,50,24,13.36,61.45,90,65.48,Tablet,Fast,2,Yes,22.38,1,6,No,Employed,Completed,F,3.4
751,37,Female,Australia,PhD,AI/ML,Pluralsight,14,30,10.91,21.18,89,21.18,Mobile,Fast,8,No,8.34,5,7,No,Employed,Completed,F,3.2
752,45,Male,Mexico,Bachelor's,Web Development,Pluralsight,10,18,88.25,50.8,10,90.76,Desktop,Fast,4,No,122.23,8,7,No,Employed,Dropped,F,3.2
753,32,Male,Germany,Bachelor's,UX Design,Udemy,33,29,67.4,40.7,48,85.43,Tablet,Slow,6,Yes,62.7,9,4,No,Student,Completed,D,5.0
754,41,Male,Brazil,High School,Data Science,LinkedIn Learning,9,30,92.38,23.2,34,46.49,Desktop,Fast,18,No,3.19,10,4,No,Employed,Completed,A,5.0
755,51,Female,France,Master's,Web Development,LinkedIn Learning,18,15,64.4,29.21,83,19.07,Tablet,Medium,9,Yes,86.18,6,5,No,Employed,Completed,D,4.1
756,16,Female,Australia,Bachelor's,Mobile Development,Coursera,13,5,84.4,42.74,75,49.65,Mobile,Fast,10,No,61.35,4,9,No,Student,Completed,B,4.5
757,23,Female,Mexico,Bachelor's,Cloud Computing,Udemy,17,22,55.53,34.62,56,14.91,Mobile,Slow,5,No,115.32,3,10,No,Employed,Completed,F,4.1
758,50,Female,India,High School,Data Science,LinkedIn Learning,23,17,46.26,38.16,27,26.98,Laptop,Fast,18,No,185.96,8,1,No,Student,Completed,F,4.8
759,30,Male,UK,Bachelor's,Data Science,Coursera,25,14,52.85,73.54,65,48.27,Laptop,Medium,6,Yes,61.57,2,8,No,Employed,Completed,F,3.6
760,37,Male,India,High School,AI/ML,Udemy,16,1,32.02,16.84,64,2.11,Mobile,Fast,15,No,199.43,8,8,No,Student,In Progress,F,3.2
761,29,Female,Nigeria,Bachelor's,AI/ML,Coursera,24,14,65.8,62.76,72,76.57,Laptop,Fast,11,Yes,17.21,7,7,No,Employed,Completed,D,4.1
762,41,Male,UK,Master's,AI/ML,edX,31,9,89.72,67.82,21,19.69,Desktop,Fast,17,No,17.66,2,6,No,Employed,Completed,B,4.2
763,43,Female,USA,Bachelor's,Web Development,Pluralsight,11,5,78.24,80.21,50,86.66,Mobile,Slow,13,Yes,142.59,2,3,No,Employed,In Progress,C,4.0
764,38,Male,China,Bachelor's,DevOps,edX,23,30,46.2,84.73,90,2.23,Laptop,Fast,15,Yes,149.73,2,8,No,Employed,Completed,F,4.0
765,29,Male,Australia,Bachelor's,Web Development,Coursera,41,4,95.39,15.87,8,53.21,Laptop,Slow,5,No,84.57,1,7,No,Employed,In Progress,A,3.5
766,39,Female,India,Bachelor's,AI/ML,Coursera,39,30,98.54,13.83,70,77.67,Desktop,Fast,0,No,57.21,7,8,No,Student,Dropped,F,2.4
767,17,Female,China,Bachelor's,AI/ML,LinkedIn Learning,22,1,49.31,61.48,35,23.79,Desktop,Fast,12,Yes,158.8,8,2,No,Employed,Completed,F,4.4
768,41,Female,Australia,Bachelor's,Web Development,Udemy,33,3,86.46,75.69,53,70.76,Laptop,Medium,5,No,191.25,7,8,No,Employed,Completed,B,4.8
769,29,Male,Brazil,High School,Web Development,edX,41,29,0.48,27.23,37,72.09,Laptop,Fast,5,Yes,197.98,4,7,No,Employed,In Progress,F,2.0
770,22,Female,France,High School,Blockchain,Coursera,42,20,6.67,52.58,65,63.78,Laptop,Fast,5,Yes,126.89,9,6,No,Employed,Completed,F,2.5
771,18,Male,USA,Bachelor's,Mobile Development,Pluralsight,48,11,2.24,77.22,42,36.43,Laptop,Fast,11,Yes,148.02,2,9,No,Employed,Completed,F,3.1
772,38,Male,Brazil,Bachelor's,Web Development,Codecademy,18,16,77.32,76.75,4,78.51,Laptop,Slow,8,No,164.45,5,8,No,Employed,Dropped,F,2.3
773,33,Male,UK,High School,Mobile Development,Codecademy,14,11,7.98,65.38,80,62.84,Tablet,Fast,19,No,159.77,2,5,No,Employed,Completed,F,3.2
774,53,Male,France,Bachelor's,Web Development,Udemy,28,21,1.71,7.88,36,59.04,Laptop,Fast,6,Yes,198.68,3,5,No,Student,In Progress,F,2.5
775,50,Male,Nigeria,High School,Cybersecurity,LinkedIn Learning,11,30,14.74,5.06,57,81.92,Mobile,Medium,2,Yes,162.09,2,9,No,Employed,Completed,F,3.5
776,30,Male,China,High School,Data Science,Udemy,24,10,30.63,38.84,62,24.46,Desktop,Fast,14,No,132.51,8,8,Yes,Student,Dropped,F,1.1
777,40,Male,Australia,Bachelor's,Mobile Development,Pluralsight,36,12,46.47,2.67,98,23.25,Mobile,Medium,1,No,75.24,10,4,No,Employed,Completed,F,4.5
778,52,Male,Canada,Bachelor's,Data Science,Coursera,19,30,6.54,90.41,50,38.64,Laptop,Medium,17,No,119.6,6,9,No,Student,Completed,F,3.4
779,43,Male,France,Bachelor's,Cybersecurity,Pluralsight,13,5,49.9,2.01,71,7.31,Laptop,Slow,20,No,176.07,5,6,No,Employed,Dropped,F,1.6
780,25,Male,China,Bachelor's,Digital Marketing,Udemy,33,10,24.81,2.96,42,33.74,Desktop,Fast,0,No,61.1,5,5,No,Employed,In Progress,F,3.4
781,54,Male,Japan,PhD,Data Science,Codecademy,19,24,27.44,16.53,66,40.63,Tablet,Medium,0,No,6.13,9,10,No,Student,Completed,F,3.7
782,32,Female,Mexico,Bachelor's,AI/ML,LinkedIn Learning,47,13,82.19,62.7,66,49.51,Mobile,Fast,10,No,65.44,2,7,No,Employed,Completed,B,4.8
783,54,Male,India,High School,Data Science,Udemy,52,29,98.69,54.16,64,25.4,Mobile,Medium,2,No,192.05,1,9,No,Employed,Completed,A,5.0
784,37,Male,Australia,Bachelor's,Cloud Computing,Codecademy,32,19,46.39,65.95,61,90.68,Laptop,Medium,9,Yes,158.81,6,1,No,Employed,Completed,F,3.3
785,41,Male,Germany,High School,Web Development,Udemy,15,7,32.18,89.36,87,28.51,Desktop,Medium,11,No,37.43,8,9,Yes,Unemployed,In Progress,F,2.2
786,40,Female,Germany,Master's,Cybersecurity,DataCamp,11,30,93.14,45.49,62,85.16,Laptop,Fast,5,No,2.4,8,10,No,Student,Completed,A,5.0
787,32,Female,Mexico,High School,Blockchain,Pluralsight,23,16,50.04,4.39,29,44.5,Laptop,Medium,6,Yes,133.82,6,5,No,Student,In Progress,F,3.1
788,28,Female,France,Bachelor's,Web Development,Skillshare,5,29,73.04,76.35,89,71.82,Desktop,Slow,16,No,115.8,3,9,No,Employed,In Progress,C,3.1
789,35,Female,UK,High School,Data Science,Coursera,22,6,41.37,81.2,37,11.09,Laptop,Slow,16,No,16.6,3,5,No,Employed,Dropped,F,2.0
790,40,Female,Nigeria,Master's,Cloud Computing,Udemy,42,10,20.25,4.99,50,54.46,Laptop,Medium,3,Yes,193.2,2,7,No,Student,Completed,F,3.8
791,19,Female,China,High School,Digital Marketing,LinkedIn Learning,18,27,65.49,24.28,37,96.08,Tablet,Fast,0,Yes,123.56,2,7,No,Employed,Completed,D,4.2
792,25,Female,China,PhD,UX Design,Codecademy,7,10,66.48,77.06,66,66.63,Desktop,Fast,0,Yes,130.3,2,9,No,Employed,In Progress,D,3.2
793,18,Male,Nigeria,High School,Web Development,Coursera,33,26,46.02,37.62,76,82.03,Laptop,Medium,16,No,170.72,7,5,No,Unemployed,In Progress,F,3.7
794,33,Male,Germany,High School,AI/ML,Coursera,3,11,26.99,47.27,99,26.11,Laptop,Slow,10,No,67.41,10,7,No,Student,Completed,F,2.8
795,51,Male,China,High School,Mobile Development,Udemy,28,22,83.18,82.32,47,80.02,Mobile,Fast,2,No,111.65,9,5,No,Employed,Completed,B,4.3
796,37,Female,Mexico,Master's,Digital Marketing,Codecademy,1,10,27.53,9.46,11,35.13,Mobile,Medium,9,Yes,115.24,10,4,No,Student,Completed,F,3.5
797,49,Female,China,Master's,Cybersecurity,Pluralsight,49,25,65.9,67.73,19,48.51,Laptop,Fast,1,No,193.47,7,1,No,Employed,Completed,D,4.2
798,23,Female,UK,High School,Web Development,Udemy,47,14,38.4,21.5,71,18.8,Laptop,Medium,15,Yes,26.3,8,5,No,Student,In Progress,F,3.1
799,55,Male,India,High School,Web Development,Coursera,37,15,47.25,6.27,1,48.57,Laptop,Fast,15,Yes,151.78,5,4,No,Employed,Completed,F,4.3
800,34,Male,Japan,Bachelor's,Data Science,edX,22,7,21.14,66.25,74,51.57,Laptop,Slow,7,No,115.03,2,1,No,Student,Completed,F,3.1
801,52,Male,India,High School,Blockchain,Udemy,48,13,64.95,12.14,84,62.23,Laptop,Fast,6,No,169.08,8,10,No,Student,In Progress,D,3.6
802,21,Male,Japan,High School,Web Development,LinkedIn Learning,44,11,22.58,74.7,100,86.86,Laptop,Medium,9,No,166.39,5,1,No,Student,Dropped,F,1.5
803,41,Female,Canada,High School,Cybersecurity,Udemy,19,7,48.57,20.27,54,30.49,Desktop,Medium,3,Yes,2.41,9,5,No,Employed,Completed,F,4.0
804,49,Female,Nigeria,High School,Cybersecurity,LinkedIn Learning,14,11,32.85,4.85,5,98.41,Tablet,Fast,8,No,51.29,6,9,No,Student,Dropped,F,1.0
805,21,Male,India,High School,AI/ML,Codecademy,3,14,96.36,9.93,82,84.77,Laptop,Medium,4,No,36.16,7,1,No,Employed,In Progress,A,3.6
806,52,Female,Mexico,High School,AI/ML,edX,19,17,98.22,84.13,93,40.29,Laptop,Slow,6,No,92.34,1,8,Yes,Employed,Completed,A,4.9
807,48,Male,USA,Bachelor's,Cloud Computing,Udemy,33,16,75.35,37.1,61,22.67,Laptop,Slow,3,Yes,181.06,8,9,No,Student,Completed,C,4.8
808,37,Non-binary,Canada,Master's,AI/ML,Pluralsight,21,1,98.39,30.23,48,7.15,Tablet,Fast,0,No,1.0,7,10,No,Student,Completed,A,4.5
809,36,Male,Japan,High School,Web Development,Udemy,1,9,11.36,49.12,99,23.44,Desktop,Medium,11,No,97.64,7,4,No,Employed,In Progress,F,3.1
810,21,Male,Nigeria,Bachelor's,AI/ML,Codecademy,26,9,99.23,63.29,83,88.45,Laptop,Medium,15,No,176.96,7,8,No,Employed,Completed,A,4.9
811,21,Male,Japan,High School,Digital Marketing,Coursera,10,28,10.36,3.71,53,29.2,Mobile,Fast,15,No,185.24,7,1,No,Student,Completed,F,3.3
812,19,Male,Canada,Bachelor's,UX Design,Pluralsight,35,27,41.55,89.82,9,13.8,Laptop,Fast,7,No,131.46,1,4,No,Unemployed,Completed,F,3.7
813,45,Male,Japan,High School,Cybersecurity,Coursera,13,10,23.89,95.85,23,2.27,Laptop,Fast,12,No,165.95,9,10,No,Employed,In Progress,F,2.4
814,26,Female,Nigeria,Bachelor's,Digital Marketing,Coursera,6,19,95.38,41.73,96,29.77,Desktop,Fast,8,No,64.81,7,2,No,Student,Completed,A,4.6
815,45,Female,Australia,High School,Cybersecurity,Udemy,43,15,63.58,41.26,28,21.62,Tablet,Fast,9,Yes,57.19,7,10,No,Employed,Completed,D,4.3
816,46,Female,USA,Master's,Cybersecurity,DataCamp,6,16,59.71,87.86,93,10.22,Desktop,Medium,7,Yes,9.82,1,4,No,Employed,Completed,F,4.2
817,39,Male,Mexico,High School,DevOps,Skillshare,35,11,99.74,42.93,99,95.11,Laptop,Fast,0,No,100.64,6,2,No,Employed,Dropped,F,2.7
818,24,Female,Australia,Bachelor's,AI/ML,Udemy,16,27,61.24,85.62,5,26.76,Laptop,Slow,2,No,91.17,10,3,No,Employed,Completed,D,4.3
819,18,Male,Japan,PhD,Data Science,Coursera,41,24,64.62,2.83,57,0.62,Laptop,Medium,4,No,74.38,8,1,No,Student,Completed,D,4.2
820,46,Male,India,Bachelor's,UX Design,Udemy,8,25,4.48,48.97,77,94.43,Laptop,Medium,6,Yes,22.67,5,10,No,Unemployed,Completed,F,3.4
821,55,Female,Australia,Bachelor's,Digital Marketing,Udemy,3,17,85.91,95.24,56,57.85,Laptop,Fast,15,No,46.15,1,3,No,Student,Completed,B,5.0
822,52,Female,India,Master's,AI/ML,Pluralsight,5,28,97.01,25.28,2,8.28,Laptop,Fast,7,Yes,40.74,5,7,No,Employed,Completed,A,4.7
823,51,Male,Canada,High School,DevOps,Udemy,21,30,96.03,26.62,23,3.14,Laptop,Fast,0,No,188.79,2,8,Yes,Student,Completed,A,5.0
824,39,Male,China,High School,Web Development,Pluralsight,31,19,22.11,63.01,18,10.78,Laptop,Medium,20,Yes,193.29,2,6,No,Student,Completed,F,3.7
825,46,Non-binary,Brazil,PhD,AI/ML,LinkedIn Learning,14,13,22.59,92.62,97,59.15,Laptop,Fast,2,Yes,0.68,4,1,No,Unemployed,Dropped,F,1.5
826,21,Male,France,High School,Cybersecurity,edX,37,6,36.6,19.87,8,6.19,Desktop,Fast,5,Yes,34.11,4,7,No,Student,Dropped,F,1.7
827,17,Male,Nigeria,Master's,Web Development,Pluralsight,19,15,31.02,92.17,29,56.81,Tablet,Fast,11,No,177.76,10,3,No,Employed,Completed,F,4.3
828,35,Female,Japan,High School,Cloud Computing,Coursera,37,16,30.56,66.3,95,65.25,Tablet,Fast,14,No,7.67,7,9,No,Student,Completed,F,3.8
829,43,Male,Brazil,Bachelor's,Web Development,Coursera,20,4,60.52,99.3,76,14.76,Desktop,Medium,16,Yes,188.69,9,2,No,Employed,Completed,D,4.3
830,26,Male,USA,Bachelor's,Data Science,Pluralsight,52,8,80.56,73.65,81,48.84,Desktop,Fast,17,No,76.01,2,9,No,Student,In Progress,B,4.0
831,19,Male,India,PhD,Cybersecurity,Udemy,2,25,93.68,66.78,43,96.39,Desktop,Slow,20,No,107.74,8,10,Yes,Employed,In Progress,A,3.7
832,30,Female,Australia,Bachelor's,Cybersecurity,Coursera,7,7,6.79,81.49,52,83.65,Tablet,Fast,20,No,152.76,8,2,No,Employed,Dropped,F,1.1
833,21,Female,Brazil,High School,Data Science,Codecademy,33,27,27.8,17.51,85,72.34,Tablet,Fast,16,No,48.78,8,2,No,Employed,Completed,F,4.2
834,45,Female,UK,Bachelor's,UX Design,LinkedIn Learning,50,17,25.5,94.6,67,51.77,Laptop,Medium,11,Yes,20.13,9,4,No,Student,Completed,F,3.6
835,53,Non-binary,Japan,High School,Cybersecurity,Udemy,42,16,35.74,16.56,59,39.43,Tablet,Medium,15,Yes,161.99,9,2,No,Student,In Progress,F,3.2
836,17,Female,Brazil,Master's,Web Development,LinkedIn Learning,6,30,42.43,2.57,22,45.14,Mobile,Fast,11,Yes,196.93,10,7,No,Student,In Progress,F,3.3
837,30,Male,Australia,Master's,Web Development,Udemy,7,2,38.92,69.79,60,76.46,Mobile,Fast,3,No,131.76,7,3,No,Employed,Completed,F,3.4
838,26,Male,Australia,Bachelor's,Digital Marketing,DataCamp,44,17,95.21,18.46,6,55.43,Mobile,Medium,8,No,165.04,5,4,No,Employed,In Progress,A,4.1
839,23,Female,USA,Master's,AI/ML,Coursera,18,25,43.71,75.88,43,76.47,Tablet,Medium,14,Yes,188.26,7,1,No,Employed,Dropped,F,1.8
840,41,Female,Germany,High School,Web Development,LinkedIn Learning,43,4,55.16,79.5,54,96.99,Desktop,Medium,4,No,45.72,7,10,No,Student,Completed,F,4.8
841,20,Female,Mexico,Bachelor's,Data Science,Pluralsight,29,26,74.86,23.67,74,64.05,Desktop,Medium,10,No,70.08,10,4,No,Employed,In Progress,C,3.4
842,21,Female,UK,Bachelor's,AI/ML,edX,19,14,72.51,8.67,38,60.31,Tablet,Fast,17,No,43.81,10,4,No,Employed,Completed,C,4.2
843,41,Male,Brazil,Bachelor's,Web Development,Pluralsight,25,8,58.3,50.08,58,40.62,Laptop,Medium,0,No,12.36,7,4,Yes,Student,Completed,F,4.0
844,19,Male,Mexico,High School,Cloud Computing,Codecademy,4,5,86.08,89.02,97,19.68,Laptop,Fast,15,No,146.46,8,9,No,Employed,Completed,B,4.4
845,34,Male,UK,Master's,Blockchain,LinkedIn Learning,51,5,62.42,84.73,4,37.42,Desktop,Fast,17,No,29.13,2,3,No,Student,Dropped,F,1.8
846,35,Male,Germany,High School,Web Development,Udemy,13,5,87.48,11.71,41,52.01,Tablet,Medium,12,No,18.54,4,7,No,Employed,Completed,B,4.3
847,48,Male,Brazil,Bachelor's,Mobile Development,edX,32,27,30.28,96.48,88,3.49,Laptop,Slow,19,Yes,71.53,9,4,No,Employed,Completed,F,3.7
848,35,Female,UK,High School,Blockchain,Codecademy,27,5,13.2,26.39,91,47.58,Desktop,Fast,15,No,12.11,4,1,No,Student,Completed,F,2.9
849,27,Female,Mexico,Master's,Mobile Development,Udemy,51,3,81.95,34.94,13,86.21,Laptop,Fast,15,Yes,35.91,2,10,No,Student,Completed,B,4.7
850,16,Male,India,High School,UX Design,LinkedIn Learning,34,6,38.25,14.91,26,97.66,Mobile,Medium,2,No,13.99,7,3,No,Student,Completed,F,4.0
851,41,Male,Australia,Bachelor's,Mobile Development,edX,28,30,65.11,37.78,15,85.55,Laptop,Fast,17,No,175.46,6,9,No,Student,Completed,D,4.6
852,29,Female,China,High School,Cybersecurity,Coursera,9,1,73.73,63.56,90,17.2,Laptop,Fast,10,Yes,155.95,4,10,No,Employed,Dropped,F,2.0
853,53,Male,Canada,Bachelor's,AI/ML,Coursera,8,8,32.67,50.61,1,15.5,Desktop,Medium,12,Yes,171.9,8,6,No,Student,Completed,F,3.4
854,52,Female,Japan,High School,AI/ML,DataCamp,21,13,50.52,82.75,18,39.33,Desktop,Medium,1,Yes,173.67,6,8,No,Employed,Completed,F,3.8
855,26,Female,Nigeria,Bachelor's,Mobile Development,LinkedIn Learning,46,20,89.49,64.13,22,22.54,Laptop,Medium,2,No,188.9,8,9,No,Employed,Completed,B,5.0
856,51,Female,Nigeria,High School,Web Development,Coursera,30,6,87.98,26.35,40,67.6,Tablet,Fast,0,No,37.33,4,8,No,Employed,In Progress,B,3.6
857,28,Female,China,Master's,Web Development,Codecademy,29,18,74.94,55.74,13,8.46,Mobile,Medium,0,No,180.0,2,5,No,Student,Completed,C,4.4
858,18,Female,Brazil,High School,Data Science,edX,9,18,76.27,6.42,46,44.37,Laptop,Medium,14,Yes,105.01,6,6,No,Student,Completed,C,4.8
859,48,Male,Brazil,High School,Digital Marketing,Pluralsight,13,16,89.77,58.08,62,28.04,Laptop,Slow,2,Yes,33.25,9,10,No,Student,Completed,B,5.0
860,21,Male,UK,Bachelor's,Digital Marketing,Coursera,18,8,73.63,38.97,89,59.54,Tablet,Fast,3,No,131.15,9,2,No,Employed,Completed,C,4.5
861,25,Male,Australia,High School,AI/ML,Codecademy,38,30,33.96,9.84,7,79.71,Laptop,Medium,11,Yes,65.4,9,9,No,Employed,In Progress,F,3.1
862,20,Non-binary,Germany,High School,Web Development,edX,22,17,12.08,30.75,26,92.36,Desktop,Fast,20,Yes,9.29,3,6,No,Employed,Dropped,F,1.0
863,38,Male,USA,Master's,Cloud Computing,LinkedIn Learning,31,8,42.19,89.81,39,96.39,Tablet,Slow,11,No,15.73,3,8,Yes,Student,Completed,F,4.3
864,25,Male,France,PhD,Data Science,Coursera,35,15,8.73,58.6,27,35.12,Tablet,Fast,13,No,84.74,10,7,No,Student,Completed,F,2.9
865,17,Female,UK,Bachelor's,Cybersecurity,Udemy,42,26,11.58,90.33,67,85.58,Mobile,Fast,10,No,165.3,3,10,No,Employed,Dropped,F,1.0
866,28,Female,Nigeria,High School,AI/ML,Udemy,42,10,95.02,41.08,60,59.2,Laptop,Slow,5,Yes,62.21,5,2,No,Student,Completed,A,5.0
867,55,Female,USA,High School,UX Design,DataCamp,10,1,67.59,97.89,37,69.23,Mobile,Medium,13,Yes,153.23,5,2,No,Employed,Completed,D,4.1
868,17,Male,Canada,Bachelor's,AI/ML,Coursera,9,9,85.16,36.0,74,85.11,Desktop,Medium,1,No,11.15,5,5,No,Student,Completed,B,4.8
869,35,Male,Mexico,High School,Cybersecurity,LinkedIn Learning,31,17,64.29,75.68,23,13.01,Laptop,Medium,2,No,78.75,8,3,No,Employed,Completed,D,4.5
870,16,Male,UK,Master's,Cloud Computing,Coursera,44,20,41.85,30.54,27,94.74,Tablet,Fast,20,No,25.49,10,1,No,Student,Completed,F,3.8
871,52,Male,France,High School,AI/ML,Coursera,40,25,2.52,10.6,40,54.74,Laptop,Slow,17,No,172.71,8,10,No,Employed,In Progress,F,2.4
872,24,Male,Canada,PhD,Web Development,Udemy,24,1,95.58,83.31,17,33.6,Desktop,Fast,7,Yes,193.59,8,3,No,Employed,Completed,A,5.0
873,32,Male,Japan,Bachelor's,Cybersecurity,Pluralsight,41,9,7.09,76.26,48,33.87,Tablet,Medium,1,Yes,65.12,9,7,No,Student,Completed,F,3.4
874,24,Female,UK,Master's,Blockchain,Pluralsight,49,14,61.02,82.06,84,75.1,Tablet,Medium,19,No,197.77,10,10,No,Employed,Completed,D,4.3
875,26,Male,Nigeria,High School,AI/ML,DataCamp,8,24,10.22,29.97,25,67.87,Laptop,Slow,15,No,150.46,6,9,No,Employed,In Progress,F,2.3
876,30,Female,Australia,Master's,Cloud Computing,Codecademy,50,5,28.41,70.37,2,72.95,Laptop,Medium,13,No,0.25,2,4,No,Student,Completed,F,3.8
877,39,Female,Australia,High School,UX Design,Coursera,20,6,18.58,21.99,76,25.3,Tablet,Medium,18,No,97.05,9,8,No,Employed,Completed,F,3.1
878,53,Male,Brazil,Bachelor's,Digital Marketing,Pluralsight,17,5,55.37,1.13,37,17.02,Tablet,Fast,19,No,166.82,6,6,No,Employed,Completed,F,3.9
879,50,Female,Japan,Master's,Cloud Computing,edX,28,4,88.71,86.65,91,72.19,Mobile,Medium,3,Yes,106.78,1,4,No,Employed,Completed,B,5.0
880,45,Male,Nigeria,High School,Cloud Computing,Codecademy,6,28,63.56,52.35,13,29.85,Laptop,Fast,5,No,109.99,5,3,No,Employed,Dropped,F,2.0
881,46,Male,Brazil,Bachelor's,Blockchain,Coursera,42,16,66.42,98.37,0,22.24,Desktop,Fast,11,No,89.54,7,5,No,Employed,Completed,D,4.3
882,20,Female,USA,Bachelor's,UX Design,Pluralsight,33,16,90.89,38.5,91,21.46,Laptop,Fast,9,Yes,79.01,1,3,No,Employed,In Progress,A,3.9
883,29,Male,China,High School,UX Design,Coursera,28,10,74.94,95.69,99,14.84,Laptop,Fast,8,Yes,5.48,7,8,No,Employed,In Progress,C,3.8
884,26,Non-binary,Germany,Bachelor's,Cybersecurity,Udemy,1,14,86.6,61.51,10,42.68,Desktop,Fast,2,No,124.35,5,6,No,Employed,Completed,B,5.0
885,24,Male,Japan,High School,AI/ML,Coursera,41,13,41.64,51.22,39,26.09,Desktop,Medium,0,No,153.35,5,6,No,Employed,Dropped,F,1.9
886,49,Female,Mexico,Bachelor's,Data Science,Coursera,52,28,86.54,30.28,3,89.39,Desktop,Medium,13,No,158.04,2,7,No,Employed,Completed,B,4.6
887,27,Male,Nigeria,Bachelor's,AI/ML,Udemy,35,4,64.59,82.53,33,68.91,Desktop,Fast,7,No,124.93,4,7,No,Student,Completed,D,4.2
888,50,Male,Germany,Bachelor's,Blockchain,Pluralsight,24,14,13.56,82.88,64,74.39,Laptop,Medium,17,No,68.26,9,8,No,Employed,Completed,F,3.2
889,50,Male,Germany,High School,Mobile Development,Pluralsight,6,26,3.87,41.69,55,40.36,Laptop,Fast,20,No,4.52,2,5,No,Student,Completed,F,3.4
890,16,Female,Nigeria,Master's,AI/ML,Udemy,7,24,24.4,72.73,9,60.02,Laptop,Medium,11,No,179.16,9,5,Yes,Student,Completed,F,3.9
891,55,Female,Nigeria,Master's,Cybersecurity,Coursera,9,24,37.83,44.72,80,50.08,Laptop,Fast,11,Yes,85.81,8,6,No,Student,Completed,F,3.5
892,37,Female,India,Bachelor's,Web Development,Udemy,37,9,83.76,73.97,70,16.75,Laptop,Fast,9,Yes,120.24,4,4,No,Student,Completed,B,4.3
893,44,Female,Nigeria,Bachelor's,AI/ML,Codecademy,16,3,74.12,99.42,63,4.79,Desktop,Fast,3,No,38.91,2,2,No,Employed,In Progress,C,3.1
894,23,Female,France,Bachelor's,Cloud Computing,Coursera,34,10,95.54,26.25,12,68.35,Laptop,Fast,19,No,28.39,6,2,No,Employed,Completed,A,4.5
895,26,Female,UK,Bachelor's,AI/ML,edX,35,15,55.92,63.41,21,12.12,Tablet,Medium,4,No,17.36,7,2,No,Student,Completed,F,4.2
896,52,Female,Mexico,Bachelor's,Web Development,Coursera,35,24,74.77,37.99,55,5.73,Mobile,Medium,7,No,159.75,2,2,No,Student,Completed,C,4.3
897,29,Female,Japan,High School,Cybersecurity,edX,20,19,27.53,54.84,64,44.19,Laptop,Fast,18,No,129.29,8,5,No,Student,Completed,F,3.7
898,45,Female,Brazil,Bachelor's,Web Development,Coursera,23,2,67.96,87.41,91,73.8,Tablet,Fast,5,Yes,124.23,9,2,No,Employed,Completed,D,4.3
899,50,Female,USA,High School,UX Design,Coursera,42,2,70.62,34.76,96,76.89,Laptop,Fast,15,No,183.88,5,7,No,Employed,In Progress,C,3.4
900,36,Male,UK,High School,AI/ML,Coursera,35,9,84.84,7.24,12,87.35,Laptop,Fast,8,Yes,31.74,6,4,No,Employed,Completed,B,4.9
901,52,Female,Nigeria,Bachelor's,Mobile Development,Udemy,47,4,53.64,79.89,0,19.92,Mobile,Medium,10,No,34.05,6,10,Yes,Unemployed,Completed,F,3.7
902,20,Female,India,Bachelor's,Web Development,Udemy,46,5,64.9,55.5,37,98.56,Laptop,Fast,2,Yes,37.89,10,5,No,Employed,Dropped,F,1.6
903,34,Male,USA,Bachelor's,Web Development,LinkedIn Learning,23,2,20.3,44.94,57,76.32,Laptop,Fast,13,Yes,84.67,2,2,No,Employed,In Progress,F,2.7
904,29,Male,Japan,Bachelor's,Cybersecurity,Coursera,4,25,73.68,18.33,24,15.72,Tablet,Medium,4,No,174.84,1,1,No,Unemployed,Completed,C,4.6
905,41,Male,China,Master's,Digital Marketing,Coursera,10,7,83.84,9.29,41,84.07,Mobile,Fast,20,Yes,176.29,5,9,No,Employed,Completed,B,4.8
906,19,Female,Germany,Bachelor's,Cybersecurity,Coursera,43,19,59.37,27.87,84,49.9,Mobile,Medium,20,No,118.12,6,6,No,Student,Completed,F,4.0
907,40,Female,France,Bachelor's,Web Development,Codecademy,11,6,11.57,71.89,32,6.65,Mobile,Fast,5,No,131.63,1,5,No,Employed,Completed,F,2.8
908,40,Male,Nigeria,High School,Data Science,LinkedIn Learning,40,23,31.29,41.18,56,13.2,Desktop,Fast,0,No,179.55,8,5,No,Employed,Completed,F,3.7
909,33,Female,India,High School,Cybersecurity,LinkedIn Learning,9,16,47.55,57.02,36,43.39,Laptop,Fast,12,Yes,124.84,5,2,No,Employed,Completed,F,3.6
910,55,Female,USA,High School,Data Science,Udemy,40,14,67.72,8.2,56,53.05,Laptop,Medium,8,Yes,45.96,5,8,No,Employed,In Progress,D,3.9
911,23,Male,Brazil,Bachelor's,Web Development,Udemy,12,12,32.03,12.32,97,94.75,Laptop,Medium,2,No,140.98,8,4,No,Employed,In Progress,F,3.2
912,54,Female,France,Master's,Cloud Computing,Coursera,17,6,84.03,1.13,61,21.57,Desktop,Fast,5,Yes,153.98,8,4,No,Unemployed,Completed,B,4.4
